Kata,Noun,Verb,Adjektiva,Adverb
bubuh,,"memasukkan,memberi,memuat,menambahkan,menaruh,mencantumkan,mencecahkan,menempatkan,menerakan,mengimbuhkan",,
bubuk,"abuk,puder,serbuk,talek,aci,pati,tepung,tapung",,,
bubung,"bubungan,rabung,wuwungan",,,
bubut,,cabut,,
budak,"abdi,bayu,benduan,hamba,jongos,kacung,kawula,khadam,pelayan,pembantu,pesuruh,sahaya,anak,bocah,bujang,buyung,entong,kanak-kanak,ujang,agen,,antek,begundal,kaki,tangan",,,
budaya,"akal,budi,pikiran,adat,kebiasaan,rasam",,,
budayawan,"bijak,pandai,cendikiawan,cerdik,pandai,intelektual,pemikir,pujangga,sastrawan,seniman",,,
budek,,,"cak,bolot,,congek,,pekak,tekek,tuli,tunarungu,bengal,bengap,bising,pengang",
budi,"hati,nurani,kata,hati,akhlak,sifat,tabiat,watak,amal,kebaikan,perbuatan,baik,cara,daya,upaya,ikhtiar,jalan,usaha,akal,daya,pikir,mantik,otak,penalaran,pikiran,rasio",,,
budi,pengusahaan,,,
budi,"adab,akhlak,etika,moral,perangai,susila,tabiat,watak",,,
budiman,,,"berakal,berbudi,bijaksana,putih,hati",
buduk,"borok,koreng,kudis,tukak",,,
bufet,"kafe,kafetaria,kantin,kedai,kopi,kedai,makan,restoran,restorasi,warung,kopi,warung,makan",,,
bugar,,,"afiat,cegak,enak,fit,segak,segar,sehat",
bugil,,,"berpukas,bogel,telanjang",
buhuk,"beguk,bengok,gondok,gondong,struma",,,
buhul,"ikatan,punding,simpul",,,
buih,"busa,gelembung,pelembungan,ruap",,,
bujal,,,"bodong,majal,tumpul",
bujang,"cowok,,jejaka,pemuda,perjaka,abdi,bayu,benduan,hamba,jongos,kacung,pelayan,pembantu,pesuruh,tambi,anak,bocah,budak,buyung,entong,kanak-kanak,ujang,balan,balu,janda,randa",,,
bujuk,rayu,,,
bujur,panjang,,,
buka,,"sibak,singkap,ungkap,aktif,bekerja,berpraktik",,
bukan,,,,"enggak,lain,tak,tidak"
bukit,"busut,gundukan,tanah,gunung,pongsu",,,
bukti,"bahan,burhan,cena,ciri,data,fakta,informasi,kebenaran,kenyataan,kesaksian,keterangan,masukan,nas,petunjuk,tanda",,,
buku,"bacaan,lektur,wacana",,,
buku,"artikulasi,kunci,sendi,lempengan,lipatan,ruas,sendi,tampang",,,
bulai,"albino,andan,balar,bule",,,
bulan,"candra,kamar,rembulan",,,
bulan-bulanan,"alamat,bahan,incaran,korban,mangsa,objek,sasaran,target",,,
bulat,,,"bundar,cukup,genap,integral,jangap,kafi,komplet,lengkap,menyeluruh,padu,penuh,sempurna,solid,tamam,tunggal,utuh",
bule,,,"cak,bulai",
buletin,"siaran,kilat,warta,singkat",,,
bulu,"gombak,jambak,jambul,rambut,serabut,surai,miang",,,
buluh,"ampel,aur,awi,bambu",,,
bulus,"dari-dari,kura-kura,labi-labi,pi,tuntung",,,
bumbu,"bahan,ramuan,rempah-rempah,resep,ki,aksesori,bunga,embelembel,komplemen,pelengkap,suplemen,tambahan",,,
bumbung,"atap,pondong,sengkuap,sirap,sudung,tarup",,,
bumbung,"gerigik,perian,tabung,bambu,buluh,pembuluh,silinder,tabung",,,
bumi,"adam,alam,ardi,bentala,buana,butala,dunia,globe,jagat,planet,rat,darat,pertiwi,tanah",,,
bumiputra,"anak,jati,anak,negeri,asli,bibit,buwit,penduduk,asal,pribumi",,,
bunbunan,"bubun,ubun-ubun",,,
buncah,,,"berguncang,bingung,buntu,galau,gelisah,hilang,akal,kacau,kalang",
buncit,,,"balut,bengkak,berdus,boyas,bulat,bundar,buntak,buntal,busung,gembrot,gembung,gendut,gosong,kembung,luncai,melembung,peredus,pusang,sembap,senak,tambun,berbadan,dua,berisi,besar,perut,bunting,duduk,perut,hamil,mengandung",
buncit,,,"beruju,bontot,bungsu,ragil,terakhir,terbelakang",
bunda,"emak,ibu,ibunda,indung,mama,mamak,mami,simbok,umi",,,
bundar,,,"bulat,buntak,buntar,melingkar",
bundel,"berkas,gepokan,ikatan",,,
bundel,"buhul,simpul",,,
bunga,"kembang,kesuma,kujarat,puspa,puspita,sari,sekar,ki,dekorasi,hiasan,ornamen,ki,perempuan,cantik,primadona,ki,bumbu,embel-embel,komplemen,pelengkap,suplemen,tambahan",,,
bunga,"anak,uang,anakan,riba",,,
bungalo,"anglung,peranginan,vila",,,
bungkal,"bongkah,gubal,gumpal,anak",,,
bungkam,,"diam,sengap,tutup,mulut",,
bungkuk,,,"melengkung,tunggik",
bungkus,"balut,basung,buntel,contong,lapis,pak,salut,sampul,saput,sarung,selaput,selongsong,slof,tungkus,ki",,,
bungsil,"beluluk,numbang,putik,kelapa",,,
bungsu,"beruju,bontot,penghabisan,ragil,terakhir,terbelakang,terkecil,termuda",,,
buntal,,,"berdus,besar,boyas,buncit,busung,gembung,gendut,kembung,peredus,pusang",
buntang,,"terbelalak,terbeliak",,
buntel,,"balut,bungkus",,
buntet,,,"buntu,mati,pampat,pepet,tersumbat,tertutup",
bunting,,"berbadan,dua,berisi,besar,perut,buncit,duduk,perut,gendut,hamil,membawa,berat,mengandung",,
buntu,,,"bencat,buntet,mati,pampat,pepet,sebu,terhalang,tersekat,tersumbat,tertutup,ki,bingung,gagap,gugup,hilang,akal,putus,akal,tertumbuk,akal",
buntung,,,"abtar,kotok,kotong,kudung,kutung,potol,putus,puntung,rantas,terpenggal,terpotong,apes,celaka,geruh,jentaka,lacur,langkah,kidal,langkah,kiri,malang,nahas,rengsa,sarau,sebal,sial,udi",
buntut,"belakang,buritan,dubur,ekor,punggung,pungkur,bontot,bungsu,terakhir,terbelakang,lanjutan,sambungan,susulan,tambahan,terusan",,,
bunuh,,"pati,padam",,
bunyi,"bahana,suara,vokal,nada,lafaz,laras,pengucapan,sebutan,tala",,,
bupati,"regen,tumenggung,wedana",,,
burai,,"buyar,terburai,tercerai,terderai,terurai,awut-awutan,tergerai",,
buram,,,"bureng,guram,kabur,kabut,kalis,kelabu,kelam,keruh,kusam,muram,pudar,sabur,suram",
buram,"bagan,corat-coret,coret-coretan,desain,draf,gambaran,konsep,rancangan,rangka,rangrangan,rencana,sketsa",,,
buras,"cakap,obrolan,omongan",,,
burik,"bopeng,borek,capuk,becak,bercak,bintik,kurik,rintik,titik,vlek",,,
burit,"belakang,buntut,ekor,punggung,pungkur,anus,bol,dubur,pantat,pelepasan",,,
burit,"magrib,petang,sambekala,senja,sore,tunggang,gunung",,,
buron,"buronan,buruan,pelarian,target",,,
bursa,"pasar,uang,pura,ki,pasar,pasaran",,,
buru,,kejar,,
buruh,"pegawai,pekerja,karyawan,orang",,,
buruk,,,"cabul,cacat,cendala,gabas,hina,inferior,jelek,kasar,keji,korup,kotor,lecak,leceh,negatif,nista,odoh,rendah,sergut,subal,tercela,jahat,tengik,aus,bapet,bejat,busuk,lapuk,rebeh,rombeng,rusak,usang",
burung,"kukila,paksi,ki,butuh,ceceh",,,
burut,"hernia,kelingsir,kondor,turun,berok",,,
busana,"baju,pakaian,fesyen",,,
busi,"belukut,lemukut,melukut,menir",,,
busuk,,,"aus,bangsai,bapet,basi,bejat,benyek,bonyok,buruk,butut,kempuh,kemungkus,keropos,lapuk,lotak,mesum,mumuk,puih,rapuh,rasan,rebeh,reput,rombeng,rongsok,rusak,tembelang,usang",
busung,,,"berdus,besar,boyas,buncit,buntal,gembung,gendut,kembung,peredus,pusang",
busung,"daun,kelapa,muda,janur",,,
busur,"busar,gandi,gendewa,ibu,panah,lung",,,
busut,"anak,bukit,bukit,kecil,pongsu,pundung,pusu,timbunan,tanah",,,
buta,,,"bolor,pilong,rabun,tunanetra,ki",
butek,,,"cak,bukat,keruh,kotor,likat",
butir,"biji,gelintir,gentel,tengkel,artikel,ayat,bagian,elemen,poin,unsur",,,
butuh,,"memerlukan,menghajatkan,menginginkan",,
butuh,"burung,,ceceh,,kalam,kemaluan,laki-laki,kontol,pelir,penis,titit,zakar",,,
butut,,,"bangsai,bapet,bejat,bobrok,buruk,busuk,jelek,lapuk,rebeh,reput,rombeng,rusak,usang",
buya,"bapak,kiai",,,
buyar,,"bercempera,bercerai-berai,ber",,
buyung,"anak,awang,bocah,budak,bujang,entong,kanak-kanak,ujang",,,
buyung,"boncong,jun",,,
buyut,"eyang,nenek",,,
cabai,"cabe,cili,lombok",,,
cabang,"agen,badal,bagian,unit,persimpangan",,,
cabik,,,"bedah,bekah,bertas,betak,cabak,cabir,carik,cebeh-cebeh,cempek,cobak,combang-cambing,dedel,kerabit,koyak,rabak,rabik,rabit,rebek,rempak,retas,robek,rombeng,rompang,rompangramping,rompeng,rompoh,rongak,rumpang,sempak,serpih,sobek,sumbing,sompek,somplak,sontak,sopeng,suwir,terbelah",
cabuk,"kelemayuh,pekung",,,
cabul,,,"amoral,asusila,buruk,carut,cemat,cendala,dursila,jangak,jorok,keji,kotor,lucah,mencarut,mesum,nista,penyangak,porno,rendah,saru,tidak",
cabut,,"melepaskan,membetot,membuang,membubut,menanggalkan,menarik,mencopot,mendudut,mengeluarkan,menghunus,mengumbut,menyasap,menyentuk,menyiangi,merabut,merapih,merengut,merugut,merumput,melambatkan,memansuhkan,membantun,membatalkan,memutuskan,menangguhkan,menarik,menghapuskan,menghentikan,mengulur-ulurkan,mengundurkan,mengungkai,mengurungkan,meniadakan,menunda,cak,ki,angkat",,
cacah,,"memotong,mencencang,2",,
cacah,"rajah,tato",,,
cacah,"bilangan,jumlah",,,
cacah,"sensus,penduduk",,,
cacak,,,"tecancang,tegak,terpancang",
cacap,,"membasahi,mengusapusap",,
cacar,"abilah,ketumbuhan,variola",,,
cacar,,,"cacau,gesit,lincah,racau",
cacat,,,"aib,buruk,cela,daif,dosa,hina,keji,laif,lata,lemah,leta,nama,buruk,nista,noda,rendah,wiring,abnormal,bengkok,capik,cedera,cempeng,cenangga,cengkeh,kuap,cepoh,compeng,compes,cuil,galat,gempil,gerepes,geripis,incut,invalid,jengkang-jengkot,kecok,kipa,kurang,luka,lumpuh,pecok,pengkor,pincang,rempak,rengkat,retak,romping,rusak,serpih,sompek,somplak,sontak,sumbing,terjengket-jengket,teweng,timpang,tuna,keliru,salah",
cacau,,,,
caci,"bentak,cela,cerca,damprat,gertak,hardik,kritik,kutuk,maki,nista,pekik,redik,sembur,senging,serenging,sumpah",,,
caci,"cacian,cercaan,makian,sumpah",,,
cacing,"cacing,es,cacing,gelang-gelang,cacing,gila,cacing,gilig,cacing,ginjal,cacing,hati,cacing,hitadid,cacing,jantung,cacing,kalung,cacing,kentar,cacing,karawit,cacing,keremi,cacing,palolo,cacing,pipih,cacing,pita,cacing,rambut,kuda,cacing,tambang,cacing,tanah",,,
cadang,,"menahan,meninggalkan,menyediakan,menyimpan,menyisakan,menyisihkan,melantaskan,memajukan,membentangkan,memperhadapkan,memperlakukan,menamakan,mencalonkan,menelantarkan,menganjurkan,mengawamkan,mengemukakan,mengura-urakan,mengusulkan,mengutarakan,menjagokan,menyerukan,merancangkan,mengagendakan,menjadwalkan,menyiapkan,merencanakan,merancang,mengabdikan,menggunakan,memperuntukkan",,
cadar,"kain,kerudung,selubung",,,
cadas,"wadas,padas",,,
cadel,,,"dengkol,,leper,pelat,lidah,pelat,pelo,telor",
cadik,"katir,semah-semah",,,
caduk,,"melentikkan,mencodak,menjungkitkan",,
cagak,"cabang,kaki,penahan,pengampu,penongkat,penopang,penumpil,penumpu,penunjang,penyangga,sagang,standar,persimpangan",,,
cagar,"agunan,boreh,gadai,jaminan,rungguhan,tanggungan,acaram,panjar,persekot,tanda,jadi,tempah,uang",,,
cagar,lindungan,,,
caguh,"canggu,cantengan,kelurut",,,
cagut,,"memagut,mematuk,mencatuk,mencotok",,
cahar,,,"cair,encer",
cahaya,"binar,cerah,cuaca,kilap,kilat,kilauan,kirana,kurat,nur,panah,pendar,semarak,seri,sinar,sorot,terang",,,
caing,,,"bedah,betas,cabik,camping,carik,dedel,kerabit,koyak,rabak,retas,robek,sobek",
cair,,,"cahar,encer,jelang,lebur,likuid,luluh,lumer,reda,surut",
cakak,perkelahian,,,
cakap,"auta,bahasa,bibir,bicara,borak,bualan,buras,celoteh,gebang,kata-kata,kecek,kicauan,lambe,obrolan,ocehan,omong,temberang,tutur,kata,ucap,ujar",,,
cakap,,,"ahli,akas,andal,berida,biasa,bijak,campin,cekatan,cekuh,cerdas,cerdik,cergas,gesit,giat,jeraus,juru,kincir,air,,lancar,langkas,lincah,mahir,mampu,pakar,pandai,pantas,piawai,pintar,prigel,sanggup,spesialis,tangkas,tangu,terampil,terlatih,ulung,utas",
cakar,"ceker,kakas,kuku,balur,baret,barut,besot,calar,garis,garit,gores,lecet,ledes,parut,kukur,cabau,penggaruk",,,
cakiak,"bakiak,gamparan,kelompen,teklek,terompah",,,
cakram,"diskus,piringan,plat",,,
cakrawala,"alam,angkasa,awangawang,bulatan,langit,bumantara,falak,horizon,kaki,langit,langit,lingkaran,langit,lingkung,langit,tepi,langit,udara,wait,akanan,batas,pemandangan,ufuk",,,
cakup,,"menangkap,mencangam,mencaplok,mencengam,mencengap",,
cakup,,"mencomot,mengaut,menyauk,meraup,ki,melingkupi,melingkungi,meliputi,mengkover,menyeluruhi,merangkum",,
calak,,,"bijak,fasih,lancar,pandai,bicara,petah,lidah,petes,bengis,berbisa,cempala,cencala,keras,ketus,lancang,mulut,nyelekit,pedas,tajam,bacar,mulut,banyak,mulut,banyak,bicara,banyak,cakap,banyak,omong,bawel,beleter,belu",
calak,,,"bagus,cakap,elok,indah,memesona,menawan,benderang,cemerlang,cerah,marak,mencolok,terang",
calak,,"melampas,mencelak,mengasah,menggosok,menyelip,menyerudi",,
calang,,"mengintai,mengintip,meninjau,melihat-lihat",,
calang,,,"bulus,gundul,meranggas,reges",
calar,,,"balur,baret,barut,beret,beset,besot,cakar,garis,garit,gores,lecet,ledes,parut",
caling,"saing,suing,taring",,,
calit,"bercak,noda",,,
calo,"blantik,broker,cengkau,makelar,perantara,pialang,talang",,,
calon,"aspiran,bakal,jago,kader,kadet,kandidat,magang,peserta,bahan,bakal,benih,bibit,sosok",,,
caluk,"balu,bao,duda",,,
cam,"asi,atensi,minat,perhatian",,,
camar,"burung,laut",,,
camar,,,"belalah,besar,perut,bosor,makan,buruk,perut,cangap,caruk,cerbak,comar,demap,gegares,gelojoh,majuh,pelahap,pelalah",
cambang,"bereo,berewok,bewok,godek,jambang",,,
cambuk,"cemeti,jari,ampai,lecut,pecut,pelecut,pemukul,penyebat,tembung,tongkat,ki,dorongan",,,
cambung,"basi,mangkuk,pinggan",,,
camca,"sendok,teh,sudu",,,
camil,"kudapan,makanan,kecil,nyamikan",,,
campak,,"balang,baling,banting,buang,emap,hagur,hambus,hembalang,hempas,humban,lempar,lontar,pelung",,
campak,"gabak,tampak",,,
campin,,,"akas,bergas,cekatan,cergas,galir,gancang,gapah,gesit,jeraus,langkas,lincah,pantas,sebat,sigap,tangkas,terampil,trengginas,ahli,berida,,ber",
campung,,,"penggal,potong",
campur,,"aduk,bancuh,baur,gaul,kacau,karan,larut,sabur,bersama,gabung",,
campur,,,"bancuh,gado-gado,,kacau,rancu",
camuk,,"beramuk,kalap,lupa",,
camur,,"menaburkan,mencecerkan,menebarkan,mengawurkan,menghamburkan,menyebarkan,menyerakkan",,
canai,"batu,asah",,,
canak,,"berceranggah,bercerencangan,berjerangkang,mencoang,mencuar,mencuat,menculak,menganjur,menjulang,terserondok",,
canang,"bende,bendir,celempung,geloneng,gong,kecil,kemung,kenong,lampari,mongmong,tawak-tawak,telempong",,,
cancang,"pacak,pancang,patok,rambu,tapal,tonggak,tunggak",,,
canda,"banyolan,candai,cumbu,garahgarah,gurauan,kecandan,kecindai,kelakar,kelucuan,kejenakaan,kocak,lelucon,lucu-lucuan,olok-olok,seloroh,senda,gurau,kelakuan,tingkah,ulah",,,
candit,"pelatuk,picu",,,
candra,"bulan,kamar,rembulan",,,
candrasa,"anggar,cenangkas,jenawi,lamang,pedang,sabel,syamsir",,,
candu,"apiun,cimeng,,dadah,ganda,madat,mariyuana,morfin,narkotik,opium,putau,shabu-shabu,tengkoh,tike,zat,pemabuk,ki,hobi,kegemaran,kesenangan,kesukaan",,,
cangah,,"mangap,melongo,memengang,menganga,terbabang,terbelangah,terbuka,lebar",,
cangak,,"celangak-celinguk,celingak-celinguk,celingukan,terkindap-kindap,longak-longok",,
cangam,,"cakup,cengam,cengap",,
cangga,,,"cacat,cenangga,invalid",
canggih,,,"berbelit-belit,elusif,hebat,kompleks,maju,pelik,rumit,ruwet,terik,,tinggi,bacar,mulut,banyak,bicara,banyak,cakap,banyak,mulut,banyak,omong,bawel,beleter,calak,celomes,celopar,cerewet,ceriwis,gelatak,nyinyir,iseng,ail,panjang,lidah,resek,usil",
canggu,"caguh,cantengan,kelurut",,,
canggung,,,"aneh,asing,gabir,grogi,janggal,kagok,kaku,kekurangan,kikuk,malas,malu-malu,merasa,hormat,merasa",
cangkat,,,"cetek,dangkal,dangkar,tohor",
cangkel,,"mencantelkan,mencantolkan,menggantungkan,menyangkutkan,meranggitkan,mengaitkan,menggandengkan,menyambungkan",,
cangkih,,,"bersembulan,congkah-cangkih,gerunjulan",
cangklong,"gudu-gudu,hokah,honcoe,pipa,culim,pengudut",,,
cangkok,,"ki,memasukkan,menanamkan,menyuntikkan",,
cangkrang,"cacar,air",,,
cangkrim,"tebakan,teka-teki",,,
cangkul,"pacul,pangkur,penggali",,,
cangkum,,"melekap,memagut,memalun,memaut,memeluk,mendekap,menyikap,merangkul,merangkum,merangkup",,
cangkung,,"berjongkok,bertinggung,duduk,bercengkung,mencongkong,menongkrong,merangkung,merungguh,terponggok",,
cante,"gandum,garai,sorgum",,,
cantel,,"menautkan,mencangkelkan,mencantolkan,mengaitkan,menggantungkan,menyangkutkan,meranggitkan",,
cantengan,"caguh,canggu,kelurut",,,
cantik,,,"adiwarna,adun,anggun,apas,ayu,bagus,bahari,baik,bergaya,berupa,cakap,cendayam,elok,ganteng,geulis,gombang,hasan,indah,jambu,jangak,janguk,jelita,jombang,juita,kacak,kirana,laksmi,majelis,manis,memesonakan,menarik,hati,menawan,mentereng,molek,mongel,pantas,rancak,ranggi,rupawan,sajak,segak,sekak,songgak,syahdu,tampan,tampan,tumandang",
cantik,,,"centil,ganjen,genit,keletah,kemayu,kenes,gasang,gatal,,gemar",
cantol,,"berpaut,bertaut,menyangkut",,
cantrik,"anak,buah,cekel,murid,pengikut",,,
cantum,,"mancatatkan,melekatkan,memadukan,memasang,memasukkan,memautkan,membubuhkan,memuat,menancapkan,menaruh,menautkan,mencecahkan,mencocokkan,menempatkan,menempelkan,menemukan,menerakan,menerapkan,mengenakan,menghunjamkan,mengikat,menikamkan,menjelitkan,menuliskan,menusukkan,menyambung,menyatukan,menyelipkan,menyematkan,menyempilkan,menyertakan,menyetel,menyisipkan,menyuntingkan,merangkaikan,merapatkan,merekatkan",,
cap,"meterai,mokor,segel,selar,stempel,tera,bakat,bekas,impresi,jejak,kesan,rekam,tanda,tikas,trek,cetakan,etiket,gambar,label,merek,sablon,tanda,atribut,emblem,lambang,simbol,tanda",,,
capah,"capar,pasu",,,
capai,,"berhasil,memperoleh,memetik,mencengkau,mendapat,mendapatkan,mengantongi,menggabai,menggapai,menggayuh,menggenggam,menggerapai,menggondol,mengulurkan,menjangkau,menyabet,menyenggau,menyentuh,meraih,merapai,merebut,merenggut,merengkuh,sampai,tiba,di",,
capak,,"melanyak,,melatakan,melecehkan,memudahkan,memunggungi,,mencebikkan,mendaifkan,mengabaikan,mengecilkan,mengesampingkan,mengetanahkan,,menggampangkan,menghinakan,meniadakan,menistakan,menyambil-lalukan,menyepelekan,meremehkan,merendahkan,merigankan",,
capak,,"mencepakcepak,mengecap-ngecap",,
capak,,"duduk,tercelapak,terkangkang",,
capek,,,"erak,lejar,lelah,letih,payah,penat",
capik,,,"cengkeh,encok,incut,kecok,kipa,kuap,pecok,pincang,rengkat,teweng,timpang",
caping,"capelin,capil,tudung",,,
capit,"angkup,apit,cunam,kempa,penjepit,pipet,sapit,sepit",,,
caplak,"bonggol,daging,tumbuh,gembol,ketuat,kutil,risa,uci-uci",,,
caplok,,"mencakup,mencengap,menangkap,cak,melahap,memapas,mendaulat,menelan,mengambil,menggasak,menilap,menjarah,menyauk,menyepuk,menyerobot,merampas,merebut,meruntun,makan,cak,mencengkeram,menduduki,menganeksasi,menggenggam,menguasai,menapakkan",,
capuk,"bopeng,borek,burik",,,
capung,"belalang,patung,cecibar,patungpatung,sepasin,sepatung,sibur-sibur",,,
cara,"aturan,kaidah,sistem,ala,gaya,lagam,lagu,langgam,macam,model,ragam,siasat,daya,upaya,ikhtiar,kiat,muslihat,taktik,tenggang,trik,usaha",,,
carah,,"mengecer,mengeteng",,
caran,,"beradu,lidah,beranggar",,
cari,,"gagar,geledah,kerekau,kerosek,mencekau,raba",,
carik,,,"bekah,berlubang-lubang,betas,cabak,cabik,cabir,cebir,cebis,cempek,cempeng,kerabik,kerabit,kerobak,koyak,pecah,rabak,rabit,rebak,rempak,retas,robek,rombeng,rompeng,rumbing,sek,sempak,sobek,panjang,sompal,sompek,sompeng,sontak,sopeng,soyak,sumbing,terbelah,berkas,eksemplar,helai,keping,keping-kepingan,kecil,lampir,lembar,pel,perca,potong-potongan,kecil,reja,serpih,slip,utas",
carik,"dabir,juru,tulis,kerani,klerek,penulis,sekretaris,setia,usaha",,,
caring,,"melanggar,memerkosa,mencabuli,mengabaikan,mengingkari",,
carter,,menyewa,,
caruk,,"membeset,mengeset,menguliti,mengupas,menyayat",,
carut,"baret,calar,gores,jejas,lecet,parut",,,
carut,,,"amoral,asusila,cabul,cemar,dursila,jangak,jorok,kotor,lucah,mesum,porno,saru,vulgar",
cas,,"ki,mengasah,menyegarkan",,
cat,"pencelup,pewarna",,,
catak,"caplak,lalat,besar,langau,pikat",,,
catat,,tulis,,
catek,,"memagut,mematuk,mencagut,mencatuk,mencotok",,
catu,"alokasi,bagian,distribusi,habuan,jatah,kuota,paket,panggu,porsi,ransum,ruji",,,
catuk,,"memagut,mematuk,mencagut,mencatek,mencekit,mencotok",,
catur,"gajah-gajahan,skak",,,
catur,,,,
catut,"angkup,capit,kakatua,penjepit,sepit,tang",,,
caung,,,"cauk,ceduk,cekung,celung,kempot,legok,lesung,peyot",
cawan,"ayan,bokor,bertutup,bokor,besar,cabuk,cangkir,celung,gelup,kobokan,mangkuk,muk,mukun,mundam,pencedok,sangku",,,
cawat,"cangcut,,caping,celana,dalam,kain,penutup,kemaluan,kancut,sabuk,selampit",,,
cawis,,"ada,siap,terhidang,tersaji,tersedia,tersuguh",,
cebak,,"melampan,menambang,menggali",,
cebik,,"mengerenyot,meledek,mencela,mencemeeh,mencemooh,mencibir,mengata-ngatai,mengecimus,mengejek,menggonjak,menghina,mengolok-olok",,
cebikas,"cecak,terbang,cekibar,kubin",,,
cebir,,"mencabik,mencarik,mengoyak,menyobek,merobek",,
cebol,,,"katik,kerdil,kontet,tengkes,terkanceh",
cebong,"berudu,gerundang,kecebong",,,
cebur,,"cemplung,cempung",,
cecah,,"mencocol,mencolek,mengambil,mencuil,menggamit,mengguit,menggutik,mengubit,menjawil,menowel,menyentuh,memijak,mengencang,mengenjak,mengentak,menginjak,mengirik,menjejak",,
cecak,,"memirik,mencubit,mengetip,menggutik,mengubit,menjentik,menjiwit,menceluk,mencilok,mencopet,mengambil",,
cecap,,"mencicip,mencoba,mengecap,ki,menanggung,mengalami,mengecap,mengenyam,menikmati,merasi",,
cecar,,"memberondong,menghujani",,
cecer,,"berhamburan,berjebai,berlampar,berpencaran,bersebaran,berserakan,bertaburan,bertebaran,ceraiberai,pontang-panting,porak-poranda,tergelebar",,
cecunguk,"coro,kakerlak,kecoak,kepuyuk,lipas,ki,bajingan,bajul,bandit,bangsat,berandal,bromocorah,durjana,gali,jahau,pencoleng,penjahat,perewa,preman,residivis",,,
cedera,"cacat,luka,friksi,konflik,permusuhan,perselisihan,pertengkaran,pertentangan,pertikaian,sengketa",,,
cedok,"centong,ciduk,serok,sudip",,,
cegah,,"melalau,melarang,melawan,memanggang,memantang,membancang,membantar,membantut,memberangus,memintasi,menahan,menambak,menanggap,menangkal,mengawal,mengekang,mengelakkan,menghalang,menghambat,mengharamkan,menjaga,menjauhkan,menolak,menyekat,merintangi",,
cegak,,,"cacak,kacak,segak,tegak,agam,bagas,bedegap,gagah,kekar,tegap",
cegak,,,"afiat,bugar,enak,fit,segar,sehat",
cegar,"air,terjun,riam,kecil,serasah",,,
